X-axis,Y-axis,Th FC,MF,Th sign,Tot,Quadrant1,Quadrant2,Quadrant3,Quadrant4
V2A_t90,V2A_t03,2,2,0.001,3025,802,744,860,619
V2A_t90,V2A_t06,2,2,0.001,3025,883,598,1006,538
V2A_t90,V2A_t12,2,2,0.001,3025,983,469,1135,438
V2A_t90,V2A_t24,2,2,0.001,3025,1086,385,1219,335
V2A_t90,V2A_t60,2,2,0.001,3025,1092,330,1274,329
