X-axis,Y-axis,Th FC,MF,Th sign,Tot,Quadrant1,Quadrant2,Quadrant3,Quadrant4
CPT,LZD,2,1.5,0.05,2457,873,144,1033,353
DEL,CPT,2,1.5,0.05,2457,898,320,993,178
DEL,LZD,2,1.5,0.05,2457,817,194,1124,256
VAN,CPT,2,1.5,0.05,2457,855,378,626,548
VAN,DEL,2,1.5,0.05,2457,764,319,683,630
VAN,LZD,2,1.5,0.05,2457,745,280,727,657
