Ag_t03_logFC,Ag_t03_padj,Ag_t06_logFC,Ag_t06_padj,Ag_t12_logFC,Ag_t12_padj,Ag_t24_logFC,Ag_t24_padj,Ag_t60_logFC,Ag_t60_padj,Ag_t90_logFC,Ag_t90_padj,AgXX_t03_logFC,AgXX_t03_padj,AgXX_t06_logFC,AgXX_t06_padj,AgXX_t12_logFC,AgXX_t12_padj,AgXX_t24_logFC,AgXX_t24_padj,AgXX_t60_logFC,AgXX_t60_padj,AgXX_t90_logFC,AgXX_t90_padj,V2A_t03_logFC,V2A_t03_padj,V2A_t06_logFC,V2A_t06_padj,V2A_t12_logFC,V2A_t12_padj,V2A_t24_logFC,V2A_t24_padj,V2A_t60_logFC,V2A_t60_padj,V2A_t90_logFC,V2A_t90_padj,GN
6.26923575744276,5.38526169534511e-10,-3.22263488168667,0.918302572850497,5.96249508979493,2.01956691524757e-09,6.42808491825037,5.830187796779919e-12,6.1863958872612,1.16452563427007e-10,1.970389484168,0.231540563325873,6.20024468453197,5.87914859583009e-10,0.184768081459731,0.99710780675743,5.89616736968126,2.6389257840019903e-09,6.13886928936246,1.7647966020031e-10,4.90145483222439,3.29400179970481e-06,-3.22263488168667,0.513290190438548,1.32317333334723,1.0,1.35060781103423,0.836133998807871,6.63437342859416,1.95240994112561e-12,6.51724381222173,3.50784607024155e-12,1.34245808026827,0.645888345766994,7.07247079586995,2.7677467991078602e-14,EF.peg.402
-10.2692864619328,1.23523916343866e-08,-10.2692864619328,9.500742049664562e-09,-1.20886425725612,0.493247644552216,-10.2692864619328,1.3071479474950702e-09,-10.2692864619328,6.0116921799737e-10,-10.2692864619328,1.95513972662845e-09,-10.2692864619328,7.571589386948191e-09,-10.2692864619328,7.071067537961591e-09,-10.2692864619328,2.73148534850479e-09,-10.2692864619328,1.30523004185428e-08,-10.2692864619328,2.07097784389809e-09,-0.155549581407622,0.940924761538412,-10.2692864619328,6.8228473039114e-09,-10.2692864619328,8.62070428003021e-09,-0.53908481426299,0.686280269417592,-0.654186149154667,0.549940538913789,-10.2692864619328,8.61638509338891e-09,-10.2692864619328,5.32654950688352e-10,EF.peg.1868
-10.0538592801583,2.08555438384904e-08,-0.627035109535425,1.0,0.112600515834806,1.0,-1.04018469141339,0.326477623983738,-0.77157330749621,0.516808354381958,-10.0538592801583,3.5354021770866205e-09,-10.0538592801583,1.21690498044302e-08,-0.943607571233146,0.73187168338941,-1.06176136608999,0.360659663690956,-10.0538592801583,2.43635351433961e-08,-2.05623565413323,0.0583984962358073,-10.0538592801583,1.27239488555768e-08,-0.41408554610305,1.0,-10.0538592801583,1.49056308618082e-08,-10.0538592801583,5.8997391475294e-09,-10.0538592801583,5.94877839599917e-09,-0.393972125209906,0.806030948520334,0.114409884009958,0.939679608455334,EF.peg.2124
-9.87962636306316,6.66161593722841e-08,-1.02607715265379,0.780985799552052,-1.39218232599231,0.381150331553146,-9.87962636306316,1.02628546140169e-08,-0.484047967770078,0.722698871497488,-0.143915927527413,0.919735096056078,-1.36014368521652,0.830247202078268,0.153913133249619,0.995884823219425,-0.774271918286738,0.562206925990065,-1.21799225130857,0.248847695358419,-1.76896168907133,0.146927584565554,-9.87962636306316,4.61222349276419e-08,-9.87962636306316,4.15402416202637e-08,-9.87962636306316,5.04037019627209e-08,-9.87962636306316,2.35831162960618e-08,-0.837925771387181,0.42583421322563,-0.793164750782282,0.545400761484162,1.12917720395143,0.181969052076868,EF.peg.2404
5.05115573914242,6.87509104151835e-08,-0.340910375234911,1.0,-0.688882123793984,0.951999834853968,-0.732945050200553,0.796545208816637,-0.478702824099114,0.872448540349803,0.512058989578446,0.78366397053328,4.09180111685708,4.41358598529274e-05,4.10955970611228,3.56130722026335e-05,-0.753251415715575,0.797241090418743,-0.523868758047746,0.872463314246263,3.68270056287179,0.0002194411932315,5.8000239563486,9.9028377135192e-11,-0.136794648364092,1.0,-0.109271156197451,0.999359365013085,-0.0497501739760274,0.996720223035675,-0.160502927910672,0.956648862093728,5.34605099578955,2.90938653652416e-09,0.374521072491877,0.862139569961294,EF.peg.97
-9.76637319596665,1.21579702834364e-07,-0.339549025343795,1.0,-9.76637319596665,4.4974900058983e-08,-9.76637319596665,2.086857684268e-08,0.202799018169105,0.908029331696037,-9.76637319596665,2.90022623364501e-08,0.0526842323706451,1.0,0.0704559579579431,0.99710780675743,0.331689911339815,0.846287657983953,-0.531610386448746,0.693233718467013,-0.356897459807353,0.985390848535697,0.347363684558577,0.834780251849687,-9.76637319596665,7.9034646957692e-08,-9.76637319596665,1.01588055192146e-07,-9.76637319596665,4.74804915664597e-08,-9.76637319596665,4.99283193957513e-08,0.580604746784705,0.683402513200505,-9.76637319596665,8.34071666477688e-09,EF.peg.2384
-9.41535763712579,5.57200698857771e-07,-9.41535763712579,5.69325398664938e-07,-0.706088177058395,0.826108119862502,-9.41535763712579,9.20890878482573e-08,0.20231324895229,0.908029331696037,0.542511659721492,0.585275370464895,-0.674037314537383,1.0,-0.237405933680395,0.995884823219425,-0.0879769545788918,0.981124097794525,-0.531833466414472,0.695397425166651,-9.41535763712579,1.06976148250196e-07,-9.41535763712579,3.61705450848659e-07,-9.41535763712579,3.01500902644259e-07,-0.0983796291934829,0.998868746162528,-0.0365857016463147,0.993905475918189,-9.41535763712578,2.1450860228883e-07,-9.41535763712578,5.24504919672535e-07,-9.41535763712579,3.51854546057974e-08,EF.peg.658
-10.0948666027022,2.65044200695265e-06,-1.75788716792173,0.442031825453967,-0.468815182948648,0.946507205625658,-10.0948666027022,4.31941357768954e-07,-0.797333446996328,0.606090664844335,0.983059223034768,0.362339357347319,-0.921350599883521,1.0,-1.10564411705594,0.771552076190797,-2.19177965848364,0.100763146961494,-1.94961259412123,0.113630194587092,0.490752879112079,0.980112926000509,0.787270905690518,0.599786123808682,-10.0948666027022,1.48285679824936e-06,-0.41123154910466,0.987139625152296,-10.0948666027022,8.34035236890526e-07,-0.464514657751044,0.763320613592492,-0.112160567849407,0.975351739086796,0.0886590017840106,0.966433611567276,EF.peg.2582
-9.44154502300853,3.25423214963535e-06,-9.44154502300853,2.92146637312209e-06,-0.90709701301173,0.755948982541311,-0.451138268543619,0.785399094116424,-9.44154502300853,2.91479308805099e-07,0.339227481257094,0.786130251576398,-6.22730809107229,3.23860367776337e-05,-6.2114157379047,3.32346169064606e-05,-9.44154502300853,7.87384743681218e-07,-0.732893922304718,0.606226389693272,-9.44154502300853,6.34620235346975e-07,-9.44154502300853,1.6641309174032e-06,-9.44154502300853,1.76194034018165e-06,-9.44154502300853,2.32622270868952e-06,-4.9975074372535,0.0001031852694245,-5.10725304196982,6.60022793194599e-05,0.202294615668296,0.933619707369836,-9.44154502300853,2.45588310651042e-07,EF.peg.481
-5.60833075404229,5.84637246809422e-06,-0.346581433778754,1.0,-5.896191078332,1.25576113152234e-06,-0.759784601712867,0.528239870021949,-5.68690841931972,6.14688283592668e-07,0.536122519853853,0.582170692759666,-0.437589250543753,1.0,-1.3401194403251,0.45695353642942,-0.771303584513777,0.556149972948466,-5.73188683842128,2.68925234051201e-06,-0.190412494212691,0.992723340141218,-4.88915446058349,1.15608869744997e-05,-1.07294837780913,0.884596379035386,0.41448079216059,0.94863457918242,-0.0431693677445157,0.993905475918189,-0.158285700626339,0.91583464389071,-0.103424347849218,0.969898090060754,0.394928152551036,0.72635851078202,EF.peg.2260
